# x y z
2.512596100000000221e-01 1.900000000000000022e-01 0.000000000000000000e+00
2.512595899999999771e-01 2.099999899999999975e-01 0.000000000000000000e+00
2.512608299999999906e-01 1.900000000000000022e-01 1.000000000000000021e-02
2.512608499999999800e-01 2.099999899999999975e-01 1.000000000000000021e-02
2.625007799999999891e-01 1.900000000000000022e-01 0.000000000000000000e+00
2.750000000000000222e-01 1.900000000000000022e-01 0.000000000000000000e+00
2.874999999999999778e-01 1.900000000000000022e-01 0.000000000000000000e+00
2.999999999999999889e-01 1.900000000000000022e-01 0.000000000000000000e+00
3.125000000000000000e-01 1.900000000000000022e-01 0.000000000000000000e+00
3.250000000000000111e-01 1.900000000000000022e-01 0.000000000000000000e+00
3.375000000000000222e-01 1.900000000000000022e-01 0.000000000000000000e+00
3.499999999999999778e-01 1.900000000000000022e-01 0.000000000000000000e+00
3.624999999999999889e-01 1.900000000000000022e-01 0.000000000000000000e+00
3.750000000000000000e-01 1.900000000000000022e-01 0.000000000000000000e+00
3.875000000000000111e-01 1.900000000000000022e-01 0.000000000000000000e+00
4.000000000000000222e-01 1.900000000000000022e-01 0.000000000000000000e+00
4.124999999999999778e-01 1.900000000000000022e-01 0.000000000000000000e+00
4.249999999999999889e-01 1.900000000000000022e-01 0.000000000000000000e+00
4.375000000000000000e-01 1.900000000000000022e-01 0.000000000000000000e+00
4.500000000000000111e-01 1.900000000000000022e-01 0.000000000000000000e+00
4.625000000000000222e-01 1.900000000000000022e-01 0.000000000000000000e+00
4.749999999999999778e-01 1.900000000000000022e-01 0.000000000000000000e+00
4.874999999999999889e-01 1.900000000000000022e-01 0.000000000000000000e+00
5.000000000000000000e-01 1.900000000000000022e-01 0.000000000000000000e+00
5.124999999999999556e-01 1.900000000000000022e-01 0.000000000000000000e+00
5.250000000000000222e-01 1.900000000000000022e-01 0.000000000000000000e+00
5.374999999999999778e-01 1.900000000000000022e-01 0.000000000000000000e+00
5.500000000000000444e-01 1.900000000000000022e-01 0.000000000000000000e+00
5.625000000000000000e-01 1.900000000000000022e-01 0.000000000000000000e+00
5.749999999999999556e-01 1.900000000000000022e-01 0.000000000000000000e+00
5.874990199999999829e-01 1.900000000000000022e-01 0.000000000000000000e+00
5.988537099999999835e-01 1.902314900000000031e-01 0.000000000000000000e+00
6.000000199999999673e-01 1.950003899999999957e-01 0.000000000000000000e+00
6.000000199999999673e-01 2.000000000000000111e-01 0.000000000000000000e+00
6.000000199999999673e-01 2.049996099999999988e-01 0.000000000000000000e+00
2.625007799999999891e-01 2.099999899999999975e-01 0.000000000000000000e+00
2.750000000000000222e-01 2.099999899999999975e-01 0.000000000000000000e+00
2.874999999999999778e-01 2.099999899999999975e-01 0.000000000000000000e+00
2.999999999999999889e-01 2.099999899999999975e-01 0.000000000000000000e+00
3.125000000000000000e-01 2.099999899999999975e-01 0.000000000000000000e+00
3.250000000000000111e-01 2.099999899999999975e-01 0.000000000000000000e+00
3.375000000000000222e-01 2.099999899999999975e-01 0.000000000000000000e+00
3.499999999999999778e-01 2.099999899999999975e-01 0.000000000000000000e+00
3.624999999999999889e-01 2.099999899999999975e-01 0.000000000000000000e+00
3.750000000000000000e-01 2.099999899999999975e-01 0.000000000000000000e+00
3.875000000000000111e-01 2.099999899999999975e-01 0.000000000000000000e+00
4.000000000000000222e-01 2.099999899999999975e-01 0.000000000000000000e+00
4.124999999999999778e-01 2.099999899999999975e-01 0.000000000000000000e+00
4.249999999999999889e-01 2.099999899999999975e-01 0.000000000000000000e+00
4.375000000000000000e-01 2.099999899999999975e-01 0.000000000000000000e+00
4.500000000000000111e-01 2.099999899999999975e-01 0.000000000000000000e+00
4.625000000000000222e-01 2.099999899999999975e-01 0.000000000000000000e+00
4.749999999999999778e-01 2.099999899999999975e-01 0.000000000000000000e+00
4.874999999999999889e-01 2.099999899999999975e-01 0.000000000000000000e+00
5.000000000000000000e-01 2.099999899999999975e-01 0.000000000000000000e+00
5.124999999999999556e-01 2.099999899999999975e-01 0.000000000000000000e+00
5.250000000000000222e-01 2.099999899999999975e-01 0.000000000000000000e+00
5.374999999999999778e-01 2.099999899999999975e-01 0.000000000000000000e+00
5.500000000000000444e-01 2.099999899999999975e-01 0.000000000000000000e+00
5.625000000000000000e-01 2.099999899999999975e-01 0.000000000000000000e+00
5.749999999999999556e-01 2.099999899999999975e-01 0.000000000000000000e+00
5.874990199999999829e-01 2.099999899999999975e-01 0.000000000000000000e+00
5.988537099999999835e-01 2.097684999999999966e-01 0.000000000000000000e+00
2.625007799999999891e-01 1.900000000000000022e-01 1.000000000000000021e-02
2.750000000000000222e-01 1.900000000000000022e-01 1.000000000000000021e-02
2.874999999999999778e-01 1.900000000000000022e-01 1.000000000000000021e-02
2.999999999999999889e-01 1.900000000000000022e-01 1.000000000000000021e-02
3.125000000000000000e-01 1.900000000000000022e-01 1.000000000000000021e-02
3.250000000000000111e-01 1.900000000000000022e-01 1.000000000000000021e-02
3.375000000000000222e-01 1.900000000000000022e-01 1.000000000000000021e-02
3.499999999999999778e-01 1.900000000000000022e-01 1.000000000000000021e-02
3.624999999999999889e-01 1.900000000000000022e-01 1.000000000000000021e-02
3.750000000000000000e-01 1.900000000000000022e-01 1.000000000000000021e-02
3.875000000000000111e-01 1.900000000000000022e-01 1.000000000000000021e-02
4.000000000000000222e-01 1.900000000000000022e-01 1.000000000000000021e-02
4.124999999999999778e-01 1.900000000000000022e-01 1.000000000000000021e-02
4.249999999999999889e-01 1.900000000000000022e-01 1.000000000000000021e-02
4.375000000000000000e-01 1.900000000000000022e-01 1.000000000000000021e-02
4.500000000000000111e-01 1.900000000000000022e-01 1.000000000000000021e-02
4.625000000000000222e-01 1.900000000000000022e-01 1.000000000000000021e-02
4.749999999999999778e-01 1.900000000000000022e-01 1.000000000000000021e-02
4.874999999999999889e-01 1.900000000000000022e-01 1.000000000000000021e-02
5.000000000000000000e-01 1.900000000000000022e-01 1.000000000000000021e-02
5.124999999999999556e-01 1.900000000000000022e-01 1.000000000000000021e-02
5.250000000000000222e-01 1.900000000000000022e-01 1.000000000000000021e-02
5.374999999999999778e-01 1.900000000000000022e-01 1.000000000000000021e-02
5.500000000000000444e-01 1.900000000000000022e-01 1.000000000000000021e-02
5.625000000000000000e-01 1.900000000000000022e-01 1.000000000000000021e-02
5.749999999999999556e-01 1.900000000000000022e-01 1.000000000000000021e-02
5.874990199999999829e-01 1.900000000000000022e-01 1.000000000000000021e-02
5.988422899999999993e-01 1.902330499999999869e-01 1.000000000000000021e-02
6.000000199999999673e-01 1.950003899999999957e-01 1.000000000000000021e-02
6.000000199999999673e-01 2.000000000000000111e-01 1.000000000000000021e-02
6.000000199999999673e-01 2.049996099999999988e-01 1.000000000000000021e-02
2.625007799999999891e-01 2.099999899999999975e-01 1.000000000000000021e-02
2.750000000000000222e-01 2.099999899999999975e-01 1.000000000000000021e-02
